"","x"
"659",2.52473758644009
"660",2.56692855750655
"661",2.5798775436046
"662",2.63219166155933
"663",2.53435094406627
"664",2.55189423738677
"665",2.63584716985378
"666",2.5913673460105
"667",2.546908787903
"668",2.57817216184965
"669",2.56738678534606
"670",2.55189423738677
"671",2.56985565893647
"672",2.52958537844049
"673",2.56600317227057
"674",2.59963159815262
"675",2.55329749465953
"676",2.55787415415142
"677",2.51557122327274
"678",2.53398954575945
"679",2.62669516057261
"680",2.54660457504647
"681",2.55494617684622
"682",2.56336283765319
"683",2.56963472196388
"684",2.60714256907193
"685",2.5882092372667
"686",2.58346091321572
"687",2.59050890375043
"688",2.55803048654914
"689",2.63037832360663
"690",2.57864137159272
"691",2.55385125156261
"692",2.67652336911428
"693",2.61899228016046
"694",2.53324673819812
"695",2.55412654486146
"696",2.570950159337
"697",2.51740634057565
"698",2.54349033007855
"699",2.55245881477334
"700",2.57914618394671
"701",2.61391261640404
"702",2.55329749465953
"703",2.6246090593701
"704",2.55329749465953
"705",2.58543441696976
"706",2.47780706106604
"707",2.61140607654711
"708",2.59861424269039
"709",2.57247167629053
"710",2.53427880643452
"711",2.47308861005441
"712",2.52894880375013
"713",2.57638431191756
"714",2.546908787903
"715",2.54781385421975
"716",2.56600317227057
"717",2.56339472432079
"718",2.5621768602357
"719",2.62028513571083
"720",2.54660457504647
"721",2.60450507462827
"722",2.55494617684622
"723",2.54412393094011
"724",2.55046320449105
"725",2.61564827753463
"726",2.54155579795925
"727",2.58854847674734
"728",2.57856338639422
"729",2.53435094406627
"730",2.52912239708136
"731",2.59329066869243
"732",2.57577816431512
"733",2.58871748092683
"734",2.54835152587579
"735",2.53289456885779
"736",2.56506562875864
"737",2.52137738412402
"738",2.59435741026946
"739",2.57224167846201
"740",2.57678554144196
"741",2.54870777234041
"742",2.55440079174774
"743",2.57224167846201
"744",2.57051437989642
"745",2.57266701385244
"746",2.61086904679764
"747",2.59313240581793
"748",2.60203587152998
"749",2.60046335935598
"750",2.52514711218581
"751",2.52391168663736
"752",2.56459220038354
"753",2.58683557733704
"754",2.60463937891421
"755",2.5616838543102
"756",2.56941309648772
"757",2.58507970410044
"758",2.56310432148831
"759",2.57241211879129
"760",2.60842429628974
"761",2.54599230152456
"762",2.52676294642698
"763",2.58620852184073
"764",2.61942597338156
"765",2.60314742819584
"766",2.60151922614249
"767",2.57933938409331
"768",2.56363582933001
"769",2.58677902469575
"770",2.65293316326244
"771",2.55040537033863
"772",2.52834425231248
"773",2.53215542497635
"774",2.53752588920383
"775",2.63092748433513
"776",2.56459220038354
"777",2.58837906283613
"778",2.55467399988307
"779",2.55548746716403
"780",2.55046320449105
"781",2.570950159337
"782",2.5709067014865
"783",2.57561564345676
"784",2.56623564645834
"785",2.54629908306539
"786",2.56435430457392
"787",2.55273945804306
"788",2.59217519582639
"789",2.53282098760045
"790",2.57577816431512
"791",2.56373204420509
"792",2.55698179341106
"793",2.60308981754059
"794",2.58955642234937
"795",2.57856338639422
"796",2.56874404723529
"797",2.55521733013431
"798",2.53435094406627
"799",2.64560060645268
"800",2.57051437989642
"801",2.58067715131875
"802",2.53427880643452
"803",2.57638431191756
"804",2.65856784501961
"805",2.539903573855
"806",2.59044471009209
"807",2.55075168420188
"808",2.58905426773009
"809",2.56361175537151
"810",2.53140878627538
"811",2.57308981348152
"812",2.55575659527269
"813",2.47930765639715
"814",2.56261768224503
"815",2.5385543691908
"816",2.58952305749302
"817",2.55161028662428
"818",2.60342110603126
"819",2.56118743240118
"820",2.58922205414068
"821",2.57392792127457
"822",2.52094646989912
"823",2.58955642234937
"824",2.55301901530706
"825",2.5920465677414
"826",2.62907922857478
"827",2.53398954575945
"828",2.57638431191756
"829",2.57475622863044
"830",2.55729800987423
"831",2.56646736558221
"832",2.55916664965749
"833",2.5934485723637
"834",2.56692855750655
"835",2.55326969500146
"836",2.54629908306539
"837",2.56043629355661
"838",2.52676294642698
"839",2.55548746716403
"840",2.54781385421975
"841",2.55329749465953
"842",2.56242209635146
"843",2.5704706545895
"844",2.55385125156261
"845",2.56063736783849
"846",2.56874404723529
"847",2.58543441696976
"848",2.54959080465102
"849",2.59438853858178
"850",2.57557495481901
"851",2.54841102193511
"852",2.58613850109816
"853",2.56553593956928
"854",2.56266649533681
"855",2.56829449458249
"856",2.54568421986219
"857",2.55708735339248
"858",2.57007591153006
"859",2.55967720550263
"860",2.59743294457805
"861",2.57676553398596
"862",2.54841102193511
"863",2.55967720550263
"864",2.54900331328568
"865",2.59760548652407
"866",2.55787415415142
"867",2.59710452528789
"868",2.546908787903
"869",2.56784208572032
"870",2.59313240581793
"871",2.53398954575945
"872",2.58086620304067
"873",2.5385543691908
"874",2.54929765426213
"875",2.49361629911312
"876",2.61176426801419
"877",2.54885569339975
"878",2.62217935822743
"879",2.55761284242704
"880",2.55132521656201
"881",2.5621768602357
"882",2.57577816431512
"883",2.57181377772997
"884",2.5402370212381
"885",2.52676294642698
"886",2.61765215564557
"887",2.5560247217194
"888",2.55075168420188
"889",2.60259679156168
"890",2.55839394537257
"891",2.54310750781498
"892",2.56941309648772
"893",2.56093792609455
"894",2.56600317227057
"895",2.54047483843447
"896",2.55329749465953
"897",2.5317830516406
"898",2.55492063591763
"899",2.66193146620956
"900",2.55046320449105
"901",2.53435094406627
"902",2.56018415546065
"903",2.57266701385244
"904",2.59438853858178
"905",2.54475206658537
"906",2.54629908306539
"907",2.59890644509595
"908",2.59743294457805
"909",2.54811305246697
"910",2.57007591153006
"911",2.56083787992573
"912",2.55521733013431
"913",2.51649441632041
"914",2.5560247217194
"915",2.56995838154748
"916",2.50350403520284
"917",2.43990737734364
"918",2.55046320449105
"919",2.59376330838405
"920",2.57116705064118
"921",2.58105474830046
"922",2.55650484801172
"923",2.56828998469041
"924",2.57797573303012
"925",2.58346091321572
"926",2.57051437989642
"927",2.60714256907193
"928",2.570950159337
"929",2.59329066869243
"930",2.58854847674734
"931",2.58105474830046
"932",2.53956859863343
"933",2.61564827753463
"934",2.57678554144196
"935",2.59500819428867
"936",2.50866741755887
"937",2.57471504260837
"938",2.59832080170089
"939",2.59432595651626
"940",2.59574455695511
"941",2.55911539383615
"942",2.58578734352773
"943",2.55865243800626
"944",2.55494617684622
"945",2.55189423738677
"946",2.54437583591322
"947",2.55494617684622
"948",2.60314742819584
"949",2.57777875592751
"950",2.57972420271114
"951",2.546908787903
"952",2.5411626592757
"953",2.54982447397414
"954",2.56919077834647
"955",2.54599230152456
"956",2.5560247217194
"957",2.54380781939749
"958",2.54870777234041
"959",2.57475622863044
"960",2.56118743240118
"961",2.53889401015701
"962",2.60369370138069
"963",2.56118743240118
"964",2.59407662635243
"965",2.58610346445697
"966",2.57219900432167
"967",2.56363582933001
"968",2.55046320449105
"969",2.44605604205264
"970",2.55329749465953
"971",2.55046320449105
"972",2.56963472196388
"973",2.52636228138567
"974",2.57351010642683
"975",2.56715803963237
"976",2.56600317227057
"977",2.51416470703384
"978",2.58063927996709
"979",2.53435094406627
"980",2.55273945804306
"981",2.57198524777817
"982",2.61920947297011
"983",2.56358526465402
"984",2.59916837660469
"985",2.54506411328023
"986",2.54443867621412
"987",2.53923208198885
"988",2.63096247825698
"989",2.57875818793845
"990",2.57953205608614
"991",2.62176297147754
"992",2.56738678534606
"993",2.57557495481901
"994",2.57003191556491
"995",2.61953396527143
"996",2.54227109808101
"997",2.55132521656201
"998",2.57475622863044
"999",2.51919742420401
"1000",2.58291291175262
"1001",2.51077635155603
"1002",2.51463648943054
"1003",2.59185317913473
"1004",2.5515562097025
"1005",2.57308981348152
"1006",2.55860081381931
"1007",2.56530117137612
"1008",2.51649441632041
"1009",2.59438853858178
"1010",2.52834425231248
"1011",2.55046320449105
"1012",2.52676294642698
"1013",2.56600317227057
"1014",2.51368993295458
"1015",2.54070130630147
"1016",2.59022039198248
"1017",2.58180391678474
"1018",2.57577816431512
"1019",2.56363582933001
"1020",2.58560757310182
"1021",2.570950159337
"1022",2.57836804533063
"1023",2.51557122327274
"1024",2.57718450512007
"1025",2.60765813549301
"1026",2.53613173518289
"1027",2.56715803963237
"1028",2.60920133222279
"1029",2.5306545045462
"1030",2.539903573855
"1031",2.56363582933001
"1032",2.57953205608614
"1033",2.61332410951773
"1034",2.59120464605268
"1035",2.54106404296591
"1036",2.51273126169168
"1037",2.61461219060033
"1038",2.60765813549301
"1039",2.52432578609952
"1040",2.50876919549482
"1041",2.56118743240118
"1042",2.56963472196388
"1043",2.57914618394671
"1044",2.60099727093998
"1045",2.60530699727791
"1046",2.55307479715304
"1047",2.65532217892153
"1048",2.5560247217194
"1049",2.53787032313317
"1050",2.51359461590624
"1051",2.57116055353009
"1052",2.58073051533014
"1053",2.56600317227057
"1054",2.55575659527269
"1055",2.59890644509595
"1056",2.57266701385244
"1057",2.57510534548983
"1058",2.59683465649223
"1059",2.61899228016046
"1060",2.58786834337981
"1061",2.58561110244906
"1062",2.50977947209551
"1063",2.51830725865304
"1064",2.53471057371288
"1065",2.56068754844723
"1066",2.61745217695052
"1067",2.57181377772997
"1068",2.56734109489699
"1069",2.55937130787402
"1070",2.55046320449105
"1071",2.55046320449105
"1072",2.56068754844723
"1073",2.51963855169639
"1074",2.56339472432079
"1075",2.57836804533063
"1076",2.58769727114157
"1077",2.56829449458249
"1078",2.55262733151216
"1079",2.56163436659142
"1080",2.54506411328023
"1081",2.5560247217194
"1082",2.54929765426213
"1083",2.57758122757368
"1084",2.56363582933001
"1085",2.57577816431512
"1086",2.55708735339248
"1087",2.51224728877317
"1088",2.59802611192511
"1089",2.55189423738677
"1090",2.57953205608614
"1091",2.52085998672638
"1092",2.56363582933001
"1093",2.55132521656201
"1094",2.55655799827891
"1095",2.546908787903
"1096",2.57113759230934
"1097",2.54568421986219
"1098",2.56829449458249
"1099",2.54629908306539
"1100",2.5621768602357
"1101",2.48508300987998
"1102",2.54089938594719
"1103",2.55046320449105
"1104",2.56339472432079
"1105",2.53140878627538
"1106",2.6167813037746
"1107",2.57262459490676
"1108",2.6044310954437
"1109",2.57308981348152
"1110",2.60583646643339
"1111",2.5759807915221
"1112",2.58254518778242
"1113",2.5474531804839
"1114",2.55017357065156
"1115",2.53923208198885
"1116",2.61518973742849
"1117",2.5743846889345
"1118",2.54751341736207
"1119",2.55329749465953
"1120",2.54970773352281
"1121",2.54017045334246
"1122",2.58539902635486
"1123",2.53577901600341
"1124",2.539903573855
"1125",2.56548904764832
"1126",2.53787032313317
"1127",2.57007591153006
"1128",2.60006306865869
"1129",2.58613850109816
"1130",2.55329749465953
"1131",2.55046320449105
"1132",2.52137738412402
"1133",2.53956859863343
"1134",2.59423275742112
"1135",2.56784208572032
"1136",2.52834425231248
"1137",2.5405689541907
"1138",2.52180581602814
"1139",2.57914618394671
"1140",2.55548746716403
"1141",2.55273945804306
"1142",2.57972420271114
"1143",2.63616320799828
"1144",2.50876919549482
"1145",2.50876919549482
"1146",2.55813451959911
"1147",2.57266701385244
"1148",2.57029548383271
"1149",2.53916459248112
"1150",2.55494617684622
"1151",2.54380781939749
"1152",2.55860081381931
"1153",2.59120464605268
"1154",2.54155579795925
"1155",2.5813553738026
"1156",2.58718152943247
"1157",2.57262459490676
"1158",2.59120464605268
"1159",2.59285553113676
"1160",2.57475622863044
"1161",2.55655799827891
"1162",2.58922205414068
"1163",2.546908787903
"1164",2.53359650109955
"1165",2.57836804533063
"1166",2.59222979090715
"1167",2.5960338896823
"1168",2.56963472196388
"1169",2.59281479610993
"1170",2.66343689869815
"1171",2.56874404723529
"1172",2.56506562875864
"1173",2.56914623122957
"1174",2.58086620304067
"1175",2.59407662635243
"1176",2.60714256907193
"1177",2.54089938594719
"1178",2.53787032313317
"1179",2.56113760056576
"1180",2.52094646989912
"1181",2.59743294457805
"1182",2.63047016263274
"1183",2.6756055765335
"1184",2.54122832957134
"1185",2.57545274827359
"1186",2.53057865017085
"1187",2.52265534229735
"1188",2.60091801322104
"1189",2.57875818793845
"1190",2.57638431191756
"1191",2.56738678534606
"1192",2.57007591153006
"1193",2.54443867621412
"1194",2.56600317227057
"1195",2.56266649533681
"1196",2.570950159337
"1197",2.58759785715613
"1198",2.55548746716403
"1199",2.57181377772997
"1200",2.55761284242704
"1201",2.53858840429979
"1202",2.5798775436046
"1203",2.53923208198885
"1204",2.58543441696976
"1205",2.56043629355661
"1206",2.60366649032154
"1207",2.53215542497635
"1208",2.58067715131875
"1209",2.55329749465953
"1210",2.60842429628974
"1211",2.57638431191756
"1212",2.56553593956928
"1213",2.53648276666518
"1214",2.5560247217194
"1215",2.55017357065156
"1216",2.54443867621412
"1217",2.53577901600341
"1218",2.59102719608137
"1219",2.50927603011923
"1220",2.51963855169639
"1221",2.53787032313317
"1222",2.54988277372536
"1223",2.55494617684622
"1224",2.55212059779182
"1225",2.57434328613046
"1226",2.5560247217194
"1227",2.58578734352773
"1228",2.55708735339248
"1229",2.62567682422379
"1230",2.54568421986219
"1231",2.57678554144196
"1232",2.54900331328568
"1233",2.52818763500964
"1234",2.55440079174774
"1235",2.54751341736207
"1236",2.55267612793943
"1237",2.57073260373749
"1238",2.57875818793845
"1239",2.55467399988307
"1240",2.60201385253086
"1241",2.58952305749302
"1242",2.59693313036792
"1243",2.56829449458249
"1244",2.64260779318949
"1245",2.59120464605268
"1246",2.57181377772997
"1247",2.57537115978837
"1248",2.56824938280316
"1249",2.54721173194556
"1250",2.5405689541907
